from_id,to_id,tie_strength,physical_proximity,kinship_relation,sharing_history,kinship_encoded
H172,H283,0.6500000000000001,0.9458333333333334,other,0,1.0
H172,H626,0.8,0.1958333333333333,sibling,1,3.0
H172,H997,0.6000000000000001,0.55,other,1,1.0
H173,H92,0.33333333333333326,0.6541666666666667,neighbor,0,
H174,H609,0.43333333333333335,0.1791666666666667,cousin,0,2.0
H174,H990,0.41666666666666674,0.8750000000000001,other,1,1.0
H174,H598,0.9666666666666666,0.12916666666666665,neighbor,0,
H175,H380,0.7833333333333332,0.37083333333333335,sibling,0,3.0
H175,H209,0.5166666666666666,0.1958333333333333,other,2,1.0
H175,H927,0.4666666666666668,0.10000000000000002,cousin,0,2.0
H175,H426,0.4666666666666668,0.15833333333333333,other,1,1.0
H176,H94,0.18333333333333335,0.9083333333333333,cousin,0,2.0
H176,H432,0.8333333333333333,0.3416666666666667,cousin,0,2.0
H177,H129,0.3666666666666667,0.4208333333333334,other,2,1.0
H177,H566,0.1499999999999999,0.35,cousin,1,2.0
H177,H652,0.16666666666666663,0.975,other,1,1.0
H177,H169,0.7,0.10416666666666667,cousin,1,2.0
H178,H660,0.7333333333333332,0.39166666666666666,sibling,0,3.0
H178,H812,0.8500000000000001,0.6625000000000001,neighbor,2,
H178,H691,0.9166666666666665,0.02083333333333333,cousin,0,2.0
H178,H179,0.8999999999999999,0.05416666666666667,sibling,1,3.0
H179,H582,0.2833333333333332,0.8875000000000001,sibling,1,3.0
H179,H828,0.18333333333333335,0.8333333333333335,neighbor,2,
H179,H142,0.75,0.11666666666666668,neighbor,0,
H179,H698,0.9166666666666665,0.49166666666666664,cousin,2,2.0
H180,H229,0.55,0.9375000000000001,other,1,1.0
H180,H401,0.18333333333333335,0.6625000000000001,other,2,1.0
H180,H941,0.1499999999999999,0.4041666666666667,other,2,1.0
H181,H309,0.5666666666666667,0.1333333333333333,cousin,2,2.0
H182,H153,0.6833333333333333,0.8041666666666667,other,1,1.0
H182,H975,0.9333333333333333,0.5625,sibling,0,3.0
H183,H923,0.55,0.024999999999999994,other,1,1.0
H184,H331,0.9333333333333333,0.4875,cousin,1,2.0
H184,H473,0.3833333333333333,0.7666666666666667,other,2,1.0
H185,H855,0.7166666666666666,0.3333333333333333,other,0,1.0
H185,H77,0.48333333333333317,0.5833333333333334,sibling,0,3.0
H185,H338,0.25,0.4583333333333333,sibling,0,3.0
H186,H100,0.9333333333333333,0.8500000000000001,other,2,1.0
H186,H376,0.8833333333333333,0.9791666666666669,neighbor,1,
H186,H447,0.6000000000000001,0.8458333333333333,neighbor,1,
H187,H292,0.5166666666666666,0.9458333333333334,sibling,2,3.0
H187,H568,0.5166666666666666,0.31666666666666665,other,1,1.0
H188,H162,0.41666666666666674,0.8750000000000001,neighbor,0,
H188,H993,0.48333333333333317,0.8541666666666667,neighbor,2,
H188,H304,0.7833333333333332,0.9666666666666667,other,2,1.0
H189,H542,0.19999999999999996,0.5166666666666667,other,0,1.0
H189,H290,0.5166666666666666,0.7041666666666667,sibling,0,3.0
H189,H173,0.41666666666666674,0.6541666666666667,neighbor,2,
H189,H449,0.1499999999999999,0.4333333333333333,neighbor,2,
H190,H457,0.016666666666666607,0.125,neighbor,0,
H191,H661,0.06666666666666665,0.7875000000000001,sibling,2,3.0
H192,H656,0.6833333333333333,0.5541666666666667,other,0,1.0
H193,H299,0.8,0.2833333333333333,cousin,1,2.0
H193,H615,0.19999999999999996,0.7000000000000001,sibling,0,3.0
H193,H291,0.2833333333333332,0.2833333333333333,other,0,1.0
H194,H644,0.8,0.4208333333333334,sibling,1,3.0
H194,H979,0.18333333333333335,0.42500000000000004,sibling,2,3.0
H194,H157,0.9666666666666666,0.42916666666666664,sibling,1,3.0
H195,H334,0.55,0.4666666666666666,neighbor,0,
H196,H573,0.44999999999999996,0.9208333333333334,cousin,0,2.0
H197,H423,0.7833333333333332,0.024999999999999994,cousin,2,2.0
H198,H410,0.6000000000000001,0.14583333333333331,sibling,1,3.0
H199,H942,0.8,0.07500000000000001,neighbor,1,
H200,H437,0.2666666666666667,0.675,neighbor,0,
H200,H33,0.8500000000000001,0.16666666666666669,neighbor,0,
H200,H846,0.6166666666666667,0.2916666666666667,neighbor,0,
H201,H728,0.7833333333333332,0.8916666666666668,neighbor,2,
H201,H328,0.4666666666666668,0.45416666666666666,cousin,0,2.0
H201,H99,0.2666666666666667,0.2791666666666667,other,0,1.0
H201,H697,0.7666666666666666,0.9166666666666666,other,1,1.0
H202,H908,0.8500000000000001,0.28750000000000003,sibling,0,3.0
H202,H488,0.6000000000000001,0.3125,sibling,2,3.0
H202,H118,0.06666666666666665,0.2791666666666667,neighbor,0,
H202,H914,0.7666666666666666,0.6708333333333334,other,1,1.0
H203,H808,0.95,0.37083333333333335,other,0,1.0
H203,H176,0.09999999999999998,0.7625000000000001,other,0,1.0
H204,H986,0.55,0.1875,neighbor,0,
H204,H95,0.6333333333333333,0.41250000000000003,cousin,1,2.0
H204,H936,0.7833333333333332,0.9125000000000001,cousin,0,2.0
H204,H616,0.9333333333333333,0.008333333333333331,cousin,0,2.0
H205,H139,0.7166666666666666,0.6166666666666668,cousin,0,2.0
H205,H187,0.25,0.2583333333333333,other,1,1.0
H206,H823,0.29999999999999993,0.9416666666666667,sibling,1,3.0
H207,H111,0.7666666666666666,0.7541666666666667,sibling,0,3.0
H208,H995,0.55,0.2833333333333333,neighbor,1,
H208,H197,0.5833333333333333,0.5416666666666667,neighbor,2,
H208,H79,0.19999999999999996,0.9291666666666668,other,0,1.0
H208,H780,0.6166666666666667,0.8,cousin,0,2.0
H209,H88,0.5,0.9416666666666667,sibling,2,3.0
H209,H706,0.6333333333333333,0.47500000000000003,sibling,0,3.0
H209,H875,0.55,0.11666666666666668,cousin,2,2.0
H209,H971,0.5,0.5583333333333333,sibling,2,3.0
H210,H476,0.6000000000000001,0.42500000000000004,cousin,1,2.0
H210,H573,0.4666666666666668,0.25,other,2,1.0
H210,H157,0.5166666666666666,0.9166666666666666,cousin,0,2.0
H210,H984,0.9333333333333333,0.037500000000000006,cousin,1,2.0
H211,H851,0.8833333333333333,0.10833333333333332,neighbor,1,
H211,H350,0.2333333333333334,0.14583333333333331,sibling,2,3.0
H211,H758,0.1499999999999999,0.8,other,0,1.0
H212,H129,0.34999999999999987,0.8416666666666668,cousin,0,2.0
H212,H701,0.016666666666666607,0.28750000000000003,sibling,1,3.0
H212,H878,0.8999999999999999,0.6625000000000001,neighbor,1,
H212,H488,0.3833333333333333,0.8625,neighbor,2,
H213,H692,0.5666666666666667,0.8166666666666668,sibling,0,3.0
H213,H836,0.9166666666666665,0.0625,other,2,1.0
H213,H41,0.11666666666666659,0.5875,sibling,1,3.0
H213,H661,0.7,0.6666666666666667,other,2,1.0
H214,H972,0.3999999999999999,0.8750000000000001,sibling,1,3.0
H215,H116,0.6000000000000001,0.1333333333333333,neighbor,2,
H215,H591,0.6000000000000001,0.5958333333333334,cousin,2,2.0
H215,H767,0.4666666666666668,0.6250000000000001,other,1,1.0
H215,H318,0.2833333333333332,0.36666666666666664,cousin,2,2.0
H216,H486,0.8333333333333333,0.6458333333333334,sibling,2,3.0
H216,H329,0.8166666666666667,0.8125,neighbor,0,
H217,H653,0.08333333333333326,0.5250000000000001,other,0,1.0
H217,H57,0.7666666666666666,0.7375000000000002,other,1,1.0
H218,H250,0.3666666666666667,0.04166666666666667,neighbor,2,
H219,H280,0.9833333333333334,0.9583333333333334,other,0,1.0
H219,H662,0.11666666666666659,0.22083333333333333,cousin,1,2.0
H219,H94,0.5666666666666667,0.16666666666666669,other,1,1.0
H219,H358,0.0,0.8416666666666668,sibling,1,3.0
H220,H464,0.41666666666666674,0.9958333333333335,other,2,1.0
H220,H980,0.06666666666666665,0.4458333333333333,cousin,1,2.0
H220,H849,0.8833333333333333,0.8750000000000001,sibling,1,3.0
H220,H502,0.34999999999999987,0.8291666666666667,sibling,2,3.0
H221,H370,0.9666666666666666,0.36666666666666664,neighbor,1,
H221,H591,0.06666666666666665,0.3625,other,2,1.0
H221,H628,0.8166666666666667,0.21666666666666667,neighbor,0,
H221,H158,0.8333333333333333,0.06666666666666667,cousin,2,2.0
H222,H376,0.09999999999999998,0.004166666666666666,sibling,2,3.0
H222,H803,0.6833333333333333,0.3333333333333333,cousin,2,2.0
H223,H83,0.8166666666666667,0.3875,neighbor,2,
H223,H580,0.06666666666666665,0.9458333333333334,other,0,1.0
H223,H232,0.6000000000000001,0.6166666666666668,neighbor,0,
H223,H318,0.8166666666666667,0.8041666666666667,sibling,0,3.0
H224,H946,0.43333333333333335,0.9875000000000002,neighbor,0,
H225,H496,0.44999999999999996,0.06666666666666667,neighbor,1,
H225,H65,0.48333333333333317,0.7583333333333334,neighbor,1,
H225,H840,0.44999999999999996,0.9208333333333334,neighbor,0,
H225,H488,0.8999999999999999,0.4875,sibling,1,3.0
H226,H94,0.5166666666666666,0.5750000000000001,neighbor,1,
H226,H239,0.11666666666666659,0.5916666666666668,neighbor,1,
H227,H901,0.1499999999999999,0.4,neighbor,2,
H227,H720,0.3833333333333333,0.01666666666666667,other,1,1.0
H227,H19,0.6333333333333333,0.3375,sibling,2,3.0
H228,H60,0.16666666666666663,0.5083333333333334,other,0,1.0
H228,H564,0.31666666666666654,0.5916666666666668,sibling,1,3.0
H228,H14,0.6333333333333333,0.6000000000000001,other,0,1.0
H228,H617,0.9333333333333333,0.8416666666666668,sibling,1,3.0
H229,H815,0.04999999999999993,0.5375,other,0,1.0
H230,H955,0.95,0.8041666666666667,cousin,1,2.0
H230,H648,0.7166666666666666,0.9166666666666666,neighbor,2,
H230,H69,0.8833333333333333,0.7208333333333334,neighbor,2,
H230,H347,0.5166666666666666,0.3416666666666667,other,2,1.0
H231,H726,0.7666666666666666,0.6208333333333335,neighbor,2,
H231,H598,0.08333333333333326,0.9083333333333333,neighbor,0,
H231,H108,0.4666666666666668,0.37083333333333335,neighbor,0,
H232,H628,0.8666666666666667,0.029166666666666674,neighbor,1,
H232,H985,0.6833333333333333,0.5083333333333334,sibling,0,3.0
H232,H420,0.7666666666666666,0.9958333333333335,neighbor,0,
H233,H60,0.8,0.7875000000000001,other,1,1.0
H234,H547,0.0,0.8625,cousin,0,2.0
H234,H342,0.5333333333333332,0.8541666666666667,other,0,1.0
H234,H596,0.9833333333333334,0.9416666666666667,cousin,1,2.0
H235,H24,0.5833333333333333,0.6083333333333334,neighbor,2,
H235,H249,0.2666666666666667,0.8875000000000001,other,1,1.0
H235,H446,0.5666666666666667,0.1125,other,0,1.0
H236,H579,0.6666666666666667,0.11666666666666668,neighbor,0,
H236,H377,0.8166666666666667,0.2416666666666667,sibling,2,3.0
H236,H19,0.1333333333333333,0.9666666666666667,other,0,1.0
H236,H777,0.1499999999999999,0.5833333333333334,neighbor,1,
H237,H618,0.25,0.6166666666666668,other,0,1.0
H237,H665,0.6166666666666667,0.22499999999999998,neighbor,0,
H238,H170,0.5833333333333333,0.6208333333333335,sibling,1,3.0
H239,H893,0.033333333333333215,0.037500000000000006,other,1,1.0
H239,H544,0.09999999999999998,0.01666666666666667,cousin,0,2.0
H239,H834,0.8500000000000001,0.05,sibling,0,3.0
H240,H635,0.08333333333333326,0.5125000000000001,sibling,2,3.0
H240,H269,0.34999999999999987,0.8750000000000001,cousin,1,2.0
H240,H119,0.19999999999999996,0.09166666666666666,sibling,0,3.0
H241,H875,0.8833333333333333,0.5125000000000001,other,2,1.0
H241,H261,0.34999999999999987,0.37083333333333335,cousin,1,2.0
H242,H726,0.5666666666666667,0.9916666666666668,sibling,2,3.0
H242,H756,0.08333333333333326,0.65,neighbor,2,
H243,H656,0.6500000000000001,0.7125000000000001,cousin,1,2.0
H243,H696,0.21666666666666667,0.7000000000000001,other,1,1.0
H243,H641,0.3666666666666667,0.6958333333333334,other,2,1.0
H244,H730,0.5833333333333333,0.39583333333333337,neighbor,0,
H244,H204,0.7166666666666666,0.7625000000000001,cousin,1,2.0
H244,H687,0.2333333333333334,0.9291666666666668,cousin,2,2.0
H244,H149,0.1499999999999999,0.12916666666666665,sibling,2,3.0
H245,H474,0.08333333333333326,0.2708333333333333,neighbor,1,
H246,H693,0.9833333333333334,0.175,neighbor,2,
H246,H286,0.7,0.43749999999999994,sibling,0,3.0
H246,H728,0.8666666666666667,0.8791666666666668,sibling,2,3.0
H247,H864,0.21666666666666667,0.5291666666666668,neighbor,1,
H247,H646,0.55,0.024999999999999994,cousin,1,2.0
H247,H778,0.5333333333333332,0.4875,neighbor,0,
H247,H629,0.18333333333333335,0.44999999999999996,other,2,1.0
H248,H430,0.4666666666666668,0.8375,neighbor,1,
H249,H440,0.2333333333333334,0.0625,cousin,0,2.0
H250,H388,0.2833333333333332,0.36666666666666664,neighbor,2,
H250,H906,0.033333333333333215,0.175,neighbor,2,
H250,H961,0.6666666666666667,0.925,neighbor,0,
H251,H355,0.08333333333333326,0.5125000000000001,cousin,0,2.0
H251,H115,0.8166666666666667,0.8958333333333334,sibling,2,3.0
H251,H65,0.2833333333333332,0.5250000000000001,cousin,2,2.0
H252,H17,0.9833333333333334,0.8291666666666667,sibling,1,3.0
H253,H553,0.08333333333333326,0.3208333333333333,neighbor,1,
H253,H332,0.25,0.7875000000000001,other,1,1.0
H254,H196,0.8333333333333333,0.7583333333333334,other,1,1.0
H254,H869,0.016666666666666607,0.41250000000000003,neighbor,2,
H254,H67,0.2666666666666667,0.7916666666666667,other,2,1.0
H255,H896,0.6000000000000001,0.11666666666666668,other,2,1.0
H255,H787,0.33333333333333326,0.75,cousin,1,2.0
H256,H400,0.6833333333333333,0.008333333333333331,sibling,2,3.0
H256,H864,0.7333333333333332,0.7416666666666667,neighbor,0,
H256,H642,0.7833333333333332,0.5750000000000001,sibling,0,3.0
H256,H153,0.16666666666666663,0.5541666666666667,neighbor,1,
H257,H749,0.43333333333333335,0.39583333333333337,neighbor,1,
H257,H319,0.3666666666666667,0.5750000000000001,neighbor,2,
H257,H173,0.8166666666666667,0.4208333333333334,neighbor,2,
H257,H395,0.5666666666666667,0.5625,neighbor,0,
H258,H60,0.016666666666666607,0.033333333333333326,neighbor,1,
H259,H557,0.19999999999999996,0.6125,cousin,0,2.0
H259,H970,0.8,0.9666666666666667,sibling,0,3.0
H259,H201,0.09999999999999998,0.1375,neighbor,1,
H259,H142,0.8333333333333333,0.3,cousin,0,2.0
H260,H656,0.8333333333333333,0.8583333333333335,sibling,1,3.0
H260,H901,0.2666666666666667,0.3625,neighbor,1,
H260,H613,0.8999999999999999,0.16666666666666669,cousin,1,2.0
H261,H49,0.06666666666666665,0.4041666666666667,other,2,1.0
H261,H618,0.8,0.008333333333333331,neighbor,0,
H261,H489,0.8333333333333333,0.3375,cousin,2,2.0
H261,H312,0.3833333333333333,0.037500000000000006,cousin,1,2.0
H262,H184,0.25,0.7416666666666667,sibling,1,3.0
H262,H62,0.5166666666666666,0.8958333333333334,cousin,1,2.0
H263,H379,0.6000000000000001,0.5000000000000001,neighbor,1,
H263,H170,0.2666666666666667,0.4333333333333333,cousin,2,2.0
H263,H870,0.48333333333333317,0.9583333333333334,cousin,1,2.0
H264,H343,0.3666666666666667,0.3,cousin,2,2.0
H264,H266,0.7833333333333332,0.9291666666666668,other,0,1.0
H264,H341,0.9333333333333333,0.04583333333333332,neighbor,0,
H265,H1000,0.016666666666666607,0.10416666666666667,neighbor,2,
H265,H160,0.7,0.7000000000000001,other,1,1.0
H265,H982,0.41666666666666674,0.42500000000000004,neighbor,0,
H265,H392,0.7333333333333332,0.5333333333333333,other,0,1.0
H266,H829,0.34999999999999987,0.42916666666666664,cousin,0,2.0
H266,H417,0.4666666666666668,0.05,neighbor,1,
H266,H200,0.9166666666666665,0.9791666666666669,neighbor,2,
H267,H200,0.33333333333333326,0.9625000000000002,cousin,1,2.0
H267,H504,0.6500000000000001,0.6208333333333335,neighbor,0,
H267,H78,0.9166666666666665,0.9541666666666668,sibling,0,3.0
H267,H871,0.25,0.7833333333333334,sibling,2,3.0
H268,H734,0.7833333333333332,0.6916666666666668,cousin,1,2.0
H268,H786,0.6500000000000001,0.9291666666666668,other,2,1.0
H268,H372,0.6000000000000001,0.8375,cousin,0,2.0
H268,H319,0.16666666666666663,0.6666666666666667,sibling,0,3.0
H269,H85,0.3999999999999999,0.9458333333333334,neighbor,0,
H269,H657,0.7166666666666666,0.4041666666666667,cousin,2,2.0
H269,H349,0.8666666666666667,0.5916666666666668,neighbor,2,
H269,H281,0.04999999999999993,0.8291666666666667,neighbor,2,
H270,H1,0.8,0.6541666666666667,neighbor,1,
H270,H593,0.5833333333333333,0.9458333333333334,cousin,1,2.0
H270,H42,0.2333333333333334,0.08750000000000001,neighbor,0,
H271,H184,0.3833333333333333,0.23333333333333334,other,2,1.0
H272,H507,0.44999999999999996,0.20833333333333331,sibling,2,3.0
H272,H307,0.09999999999999998,0.6666666666666667,other,2,1.0
H272,H598,0.55,0.5791666666666667,other,0,1.0
H272,H654,0.29999999999999993,0.36666666666666664,other,1,1.0
H273,H327,0.1333333333333333,0.35416666666666663,sibling,2,3.0
H274,H170,0.9333333333333333,0.7375000000000002,sibling,2,3.0
H274,H901,0.18333333333333335,0.35,other,2,1.0
H274,H498,0.7166666666666666,0.9458333333333334,sibling,0,3.0
H274,H503,0.44999999999999996,0.8291666666666667,cousin,0,2.0
H275,H173,0.5666666666666667,0.8708333333333333,cousin,0,2.0
H275,H64,0.21666666666666667,0.7791666666666667,sibling,2,3.0
H276,H520,0.7333333333333332,0.4666666666666666,cousin,1,2.0
H276,H85,0.34999999999999987,0.5958333333333334,sibling,0,3.0
H276,H65,0.31666666666666654,0.4,sibling,2,3.0
H276,H11,0.6833333333333333,0.12916666666666665,sibling,1,3.0
H277,H427,0.2666666666666667,0.5458333333333334,sibling,1,3.0
H278,H996,0.6000000000000001,0.3208333333333333,other,1,1.0
H278,H801,0.7333333333333332,0.8958333333333334,cousin,0,2.0
H278,H838,0.2333333333333334,0.9125000000000001,sibling,1,3.0
H278,H948,0.16666666666666663,1.0,sibling,0,3.0
H279,H72,0.4666666666666668,0.037500000000000006,neighbor,2,
H280,H643,0.1333333333333333,0.23333333333333334,other,2,1.0
H280,H733,0.8166666666666667,0.8875000000000001,sibling,2,3.0
H280,H480,0.11666666666666659,0.04583333333333332,sibling,2,3.0
H280,H616,0.75,0.1791666666666667,cousin,0,2.0
H281,H158,0.95,0.0625,other,0,1.0
H282,H875,0.033333333333333215,0.0625,sibling,1,3.0
H282,H498,0.09999999999999998,0.024999999999999994,other,1,1.0
H283,H812,0.55,0.01666666666666667,cousin,0,2.0
H283,H684,0.34999999999999987,0.5041666666666668,neighbor,2,
H283,H932,0.95,0.1791666666666667,sibling,0,3.0
H284,H899,0.8166666666666667,0.5041666666666668,other,2,1.0
H284,H145,0.7666666666666666,0.5291666666666668,sibling,2,3.0
H285,H68,0.033333333333333215,0.175,sibling,0,3.0
H285,H9,0.7833333333333332,0.7166666666666668,neighbor,2,
H285,H790,0.8666666666666667,0.8125,neighbor,1,
H285,H538,0.9166666666666665,0.10000000000000002,other,1,1.0
H286,H162,0.7333333333333332,0.9833333333333335,cousin,0,2.0
H286,H479,0.41666666666666674,0.6791666666666667,neighbor,1,
H287,H215,0.31666666666666654,0.6416666666666667,neighbor,0,
H288,H730,0.48333333333333317,0.09166666666666666,neighbor,2,
H288,H112,0.6666666666666667,0.2458333333333333,neighbor,1,
H288,H186,0.34999999999999987,0.7416666666666667,neighbor,2,
H289,H593,0.11666666666666659,0.2791666666666667,sibling,0,3.0
H289,H387,0.8500000000000001,0.6083333333333334,neighbor,0,
H290,H723,0.6000000000000001,0.14166666666666666,sibling,1,3.0
H290,H236,0.9166666666666665,0.5375,neighbor,0,
H290,H534,0.5333333333333332,0.6666666666666667,sibling,0,3.0
H290,H602,0.1499999999999999,0.925,cousin,1,2.0
H291,H855,0.016666666666666607,0.41250000000000003,other,1,1.0
H291,H63,0.41666666666666674,0.4166666666666667,other,1,1.0
H291,H514,0.9333333333333333,0.5208333333333335,other,0,1.0
H291,H925,0.21666666666666667,0.8083333333333335,cousin,2,2.0
H292,H922,0.11666666666666659,0.7208333333333334,cousin,2,2.0
H293,H552,0.5333333333333332,0.8291666666666667,other,0,1.0
H293,H162,0.6000000000000001,0.7458333333333333,cousin,0,2.0
H293,H415,0.43333333333333335,0.1375,cousin,2,2.0
H293,H738,0.2833333333333332,0.2708333333333333,other,2,1.0
H294,H74,0.29999999999999993,0.8,neighbor,0,
H295,H709,0.8666666666666667,0.4166666666666667,cousin,1,2.0
H295,H360,0.08333333333333326,0.9166666666666666,other,0,1.0
H296,H258,0.7166666666666666,0.5375,cousin,2,2.0
H297,H243,0.8166666666666667,0.14166666666666666,other,2,1.0
H297,H880,0.6166666666666667,0.28750000000000003,neighbor,0,
H297,H998,0.5333333333333332,0.04166666666666667,other,1,1.0
H298,H287,0.4666666666666668,0.6791666666666667,cousin,2,2.0
H299,H559,0.5833333333333333,0.0,cousin,0,2.0
H299,H915,0.2666666666666667,0.1916666666666667,neighbor,2,
H299,H761,0.55,0.8541666666666667,neighbor,1,
H300,H878,0.43333333333333335,0.7166666666666668,sibling,1,3.0
H300,H712,0.1333333333333333,0.6666666666666667,other,2,1.0
H300,H402,0.11666666666666659,0.5708333333333334,neighbor,2,
H300,H907,0.2833333333333332,0.7250000000000001,neighbor,2,
H301,H819,0.2333333333333334,0.37916666666666665,neighbor,1,
H301,H448,0.6833333333333333,0.7875000000000001,other,2,1.0
H302,H117,0.9666666666666666,0.3458333333333333,other,0,1.0
H302,H341,0.5333333333333332,0.5208333333333335,cousin,1,2.0
H302,H878,0.5166666666666666,0.9583333333333334,sibling,2,3.0
H303,H296,0.19999999999999996,0.2625,cousin,1,2.0
H303,H548,0.2333333333333334,0.2833333333333333,cousin,2,2.0
H303,H283,0.2833333333333332,0.29583333333333334,other,1,1.0
H303,H387,0.6833333333333333,0.8875000000000001,sibling,2,3.0
H304,H737,0.25,0.9833333333333335,cousin,0,2.0
H305,H901,0.33333333333333326,0.5166666666666667,cousin,0,2.0
H305,H758,0.08333333333333326,0.22083333333333333,cousin,0,2.0
H305,H507,0.5333333333333332,0.4791666666666667,cousin,2,2.0
H305,H382,0.7833333333333332,0.08333333333333333,cousin,0,2.0
H306,H202,0.08333333333333326,0.4958333333333334,other,1,1.0
H307,H420,0.06666666666666665,0.5000000000000001,other,1,1.0
H307,H461,0.7833333333333332,0.4583333333333333,other,0,1.0
H308,H338,0.5333333333333332,0.44999999999999996,cousin,0,2.0
H309,H297,0.4666666666666668,0.42500000000000004,cousin,0,2.0
H310,H619,0.9333333333333333,0.5083333333333334,sibling,0,3.0
H310,H322,0.5166666666666666,0.7791666666666667,neighbor,2,
H310,H512,0.25,0.6875000000000001,cousin,0,2.0
H311,H732,0.9333333333333333,0.23333333333333334,neighbor,0,
H311,H348,0.8999999999999999,0.975,sibling,2,3.0
H311,H425,0.7666666666666666,0.7208333333333334,cousin,2,2.0
H311,H617,0.8833333333333333,0.31666666666666665,cousin,1,2.0
H312,H927,0.8333333333333333,0.7458333333333333,cousin,2,2.0
H312,H840,0.7666666666666666,0.5333333333333333,neighbor,1,
H313,H325,0.8500000000000001,0.6458333333333334,neighbor,1,
H313,H910,0.9333333333333333,0.2583333333333333,neighbor,0,
H313,H428,0.6500000000000001,0.75,other,0,1.0
H314,H416,0.3999999999999999,0.26666666666666666,sibling,2,3.0
H314,H199,0.033333333333333215,0.30416666666666664,sibling,2,3.0
H314,H587,0.7333333333333332,0.42500000000000004,neighbor,1,
H315,H655,0.29999999999999993,0.11666666666666668,sibling,0,3.0
H316,H150,0.5666666666666667,0.9500000000000001,other,0,1.0
H317,H478,0.5833333333333333,0.7333333333333334,sibling,0,3.0
H317,H977,0.5,0.9500000000000001,other,2,1.0
H317,H912,0.33333333333333326,0.10000000000000002,neighbor,2,
H317,H641,0.9666666666666666,0.6291666666666668,cousin,2,2.0
H318,H568,0.55,0.6541666666666667,sibling,0,3.0
H318,H78,0.2666666666666667,0.49166666666666664,other,0,1.0
H318,H430,0.016666666666666607,0.1125,neighbor,1,
H319,H785,0.25,0.6875000000000001,neighbor,0,
H319,H5,0.5333333333333332,0.8541666666666667,neighbor,0,
H319,H320,0.7666666666666666,0.9291666666666668,neighbor,0,
H320,H635,0.18333333333333335,0.7250000000000001,sibling,1,3.0
H320,H659,0.5666666666666667,0.6791666666666667,cousin,0,2.0
H321,H997,0.33333333333333326,0.9791666666666669,neighbor,2,
H321,H70,0.48333333333333317,0.9375000000000001,cousin,2,2.0
H322,H60,0.3999999999999999,0.48333333333333334,neighbor,0,
H323,H750,0.33333333333333326,0.125,other,0,1.0
H323,H930,0.033333333333333215,0.6208333333333335,cousin,2,2.0
H324,H197,0.75,0.8750000000000001,other,2,1.0
H325,H518,0.6833333333333333,0.5666666666666668,other,0,1.0
H326,H584,0.48333333333333317,0.21249999999999997,neighbor,1,
H327,H884,0.8666666666666667,0.2583333333333333,cousin,0,2.0
H327,H900,0.016666666666666607,0.6125,neighbor,1,
H327,H748,0.7333333333333332,0.9125000000000001,cousin,2,2.0
H328,H353,0.29999999999999993,0.8750000000000001,other,1,1.0
H328,H408,1.0,0.9958333333333335,cousin,2,2.0
H329,H294,0.48333333333333317,0.65,neighbor,2,
H329,H150,0.44999999999999996,0.5708333333333334,other,0,1.0
H329,H143,0.6833333333333333,0.5666666666666668,other,1,1.0
H329,H795,0.2833333333333332,0.6583333333333333,cousin,0,2.0
H330,H173,0.21666666666666667,0.12083333333333333,neighbor,0,
H330,H780,0.5666666666666667,0.07500000000000001,other,0,1.0
H330,H855,0.8333333333333333,0.07916666666666666,sibling,2,3.0
H331,H465,0.41666666666666674,0.7125000000000001,sibling,0,3.0
H331,H961,0.0,0.35,other,2,1.0
H332,H110,0.29999999999999993,0.5666666666666668,cousin,2,2.0
H333,H841,0.7666666666666666,0.23333333333333334,other,2,1.0
H333,H422,0.1499999999999999,0.28750000000000003,neighbor,2,
H334,H589,0.5333333333333332,0.7333333333333334,other,1,1.0
H334,H907,0.9333333333333333,0.7458333333333333,other,1,1.0
H335,H96,0.9333333333333333,0.3458333333333333,sibling,1,3.0
H336,H225,0.2666666666666667,0.2708333333333333,cousin,2,2.0
H336,H223,0.6833333333333333,0.4666666666666666,neighbor,2,
H336,H738,0.8666666666666667,0.12083333333333333,sibling,1,3.0
H336,H28,0.34999999999999987,0.6916666666666668,cousin,1,2.0
H337,H90,0.2333333333333334,0.7166666666666668,neighbor,0,
H338,H207,0.44999999999999996,0.6416666666666667,other,2,1.0
H338,H358,0.8999999999999999,0.7958333333333333,cousin,1,2.0
H339,H304,0.5,0.9791666666666669,sibling,1,3.0
H339,H643,0.9166666666666665,0.8500000000000001,other,0,1.0
H340,H993,0.48333333333333317,0.8875000000000001,sibling,1,3.0
H340,H355,0.3666666666666667,0.35416666666666663,neighbor,0,
H340,H788,0.06666666666666665,0.125,other,1,1.0
H341,H77,0.33333333333333326,0.18333333333333335,sibling,1,3.0
H341,H895,0.48333333333333317,0.7583333333333334,other,1,1.0
H341,H506,0.75,0.05,neighbor,0,
H341,H681,0.033333333333333215,0.9166666666666666,neighbor,1,
H342,H9,0.21666666666666667,0.9791666666666669,sibling,2,3.0
H342,H885,0.8666666666666667,0.3625,other,0,1.0
H342,H509,0.3999999999999999,0.6583333333333333,other,2,1.0
H342,H875,0.2666666666666667,0.8833333333333335,other,0,1.0
H343,H351,0.9833333333333334,0.6041666666666667,neighbor,0,
H344,H595,0.6500000000000001,0.9833333333333335,neighbor,0,
H344,H913,0.016666666666666607,0.1916666666666667,other,1,1.0
H344,H338,0.8333333333333333,0.6041666666666667,neighbor,2,
H345,H787,0.29999999999999993,0.8958333333333334,sibling,2,3.0
